"","indx","cite_text_manual","cite_url_manual","cite_page_manual","cite_text","cite_url","cite_pages","cite_byline","cite_analyst","cite_language","cite_title","cite_docid","cite_author","cite_doctype","cite_docnum","cite_location","cite_date","cite_fielddate","cite_evaluation","cite_publisher","pubyear","pubnonenglish","cite_author.1","author_female","author_age","authorfield_science","authorfield_ethno","authorfield_linguistic","authorfield_education","authorfield_art","authorfield_medicine","authorfield_business","authorfield_religion","authorfield_govt","authorfield_socialscience","authorfield_travel","authorfield_local"
"2438",2438,"Nordenskiöld, freiherre, Erland, Cuna Indian chief Nele, and G. M. E. Leijer. 1930. “Picture-Writings And Other Documents By Néle, Charles Slater, Charlie Nelson And Other Cuna Indians.” Comparative Ethnological Studies. Göteborg: [Elanders boktryckeri aktiebolag].","http://ehrafworldcultures.yale.edu/document?id=sb05-029","71","Nordenskiöld, freiherre, Erland, Cuna Indian chief Nele, and G. M. E. Leijer. 1930. “Picture-Writings And Other Documents By Néle, Charles Slater, Charlie Nelson And Other Cuna Indians.” Comparative Ethnological Studies. Göteborg: [Elanders boktryckeri aktiebolag].","http://ehrafworldcultures.yale.edu/document?id=sb05-029","71","Erland Nordenskiöld; [translated by G. M. E. Leijer]","LSS; 1950-1956","English translation","Picture-writings and other documents by Néle, Charles Slater, Charlie Nelson and other Cuna Indians","sb05-029","Nordenskiöld, Erland freiherre, 1877-1932 Nele, Cuna Indian chief Leijer, G. M. E.","part(s) of a monograph",29,"Panama","1927","1927","none","Göteborg",1930,1,"Nordenskiöld, Erland freiherre, 1877-1932 Nele, Cuna Indian chief Leijer, G. M. E.",0,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2439",2439,"Nordenskiöld, freiherre, Erland, Cuna Indian chief Nele, Ruben Pérez Kantule, and G. M. E. Leijer. 1928. “Picture-Writings And Other Documents By Néle, Paramount Chief Of The Cuna Indians And Ruben Pérez Kantule, His Secretary.” Comparative Ethnological Studies. Göteborg: [Elanders boktryckeri aktiebolag].","http://ehrafworldcultures.yale.edu/document?id=sb05-028","18b","Nordenskiöld, freiherre, Erland, Cuna Indian chief Nele, Ruben Pérez Kantule, and G. M. E. Leijer. 1928. “Picture-Writings And Other Documents By Néle, Paramount Chief Of The Cuna Indians And Ruben Pérez Kantule, His Secretary.” Comparative Ethnological Studies. Göteborg: [Elanders boktryckeri aktiebolag].","http://ehrafworldcultures.yale.edu/document?id=sb05-028","18b","Erland Nordenskiöld; [translated by G. M. E. Leijer]","LSS; 1950-1956","English translation","Picture-writings and other documents by Néle, paramount chief of the Cuna Indians and Ruben Pérez Kantule, his secretary","sb05-028","Nordenskiöld, Erland freiherre, 1877-1932 Nele, Cuna Indian chief; Pérez Kantule, Ruben, 1907; Leijer, G. M. E.","part(s) of a monograph",28,"Panama","1927","1927","none","Göteborg",1928,1,"Nordenskiöld, Erland freiherre, 1877-1932 Nele, Cuna Indian chief; Pérez Kantule, Ruben, 1907; Leijer, G. M. E.",0,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2440",2440,"Nordenskiöld, freiherre, Erland, Cuna Indian chief Nele, Ruben Pérez Kantule, and G. M. E. Leijer. 1928. “Picture-Writings And Other Documents By Néle, Paramount Chief Of The Cuna Indians And Ruben Pérez Kantule, His Secretary.” Comparative Ethnological Studies. Göteborg: [Elanders boktryckeri aktiebolag].","http://ehrafworldcultures.yale.edu/document?id=sb05-028","18b","Nordenskiöld, freiherre, Erland, Cuna Indian chief Nele, Ruben Pérez Kantule, and G. M. E. Leijer. 1928. “Picture-Writings And Other Documents By Néle, Paramount Chief Of The Cuna Indians And Ruben Pérez Kantule, His Secretary.” Comparative Ethnological Studies. Göteborg: [Elanders boktryckeri aktiebolag].","http://ehrafworldcultures.yale.edu/document?id=sb05-028","18b","Erland Nordenskiöld; [translated by G. M. E. Leijer]","LSS; 1950-1956","English translation","Picture-writings and other documents by Néle, paramount chief of the Cuna Indians and Ruben Pérez Kantule, his secretary","sb05-028","Nordenskiöld, Erland freiherre, 1877-1932 Nele, Cuna Indian chief; Pérez Kantule, Ruben, 1907; Leijer, G. M. E.","part(s) of a monograph",28,"Panama","1927","1927","none","Göteborg",1928,1,"Nordenskiöld, Erland freiherre, 1877-1932 Nele, Cuna Indian chief; Pérez Kantule, Ruben, 1907; Leijer, G. M. E.",0,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2441",2441,"Nordenskiöld, freiherre, Erland, Cuna Indian chief Nele, Ruben Pérez Kantule, and G. M. E. Leijer. 1928. “Picture-Writings And Other Documents By Néle, Paramount Chief Of The Cuna Indians And Ruben Pérez Kantule, His Secretary.” Comparative Ethnological Studies. Göteborg: [Elanders boktryckeri aktiebolag].","http://ehrafworldcultures.yale.edu/document?id=sb05-028","18b","Nordenskiöld, freiherre, Erland, Cuna Indian chief Nele, Ruben Pérez Kantule, and G. M. E. Leijer. 1928. “Picture-Writings And Other Documents By Néle, Paramount Chief Of The Cuna Indians And Ruben Pérez Kantule, His Secretary.” Comparative Ethnological Studies. Göteborg: [Elanders boktryckeri aktiebolag].","http://ehrafworldcultures.yale.edu/document?id=sb05-028","18b","Erland Nordenskiöld; [translated by G. M. E. Leijer]","LSS; 1950-1956","English translation","Picture-writings and other documents by Néle, paramount chief of the Cuna Indians and Ruben Pérez Kantule, his secretary","sb05-028","Nordenskiöld, Erland freiherre, 1877-1932 Nele, Cuna Indian chief; Pérez Kantule, Ruben, 1907; Leijer, G. M. E.","part(s) of a monograph",28,"Panama","1927","1927","none","Göteborg",1928,1,"Nordenskiöld, Erland freiherre, 1877-1932 Nele, Cuna Indian chief; Pérez Kantule, Ruben, 1907; Leijer, G. M. E.",0,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2442",2442,"Nordenskiöld, freiherre, Erland, Cuna Indian chief Nele, Ruben Pérez Kantule, and G. M. E. Leijer. 1928. “Picture-Writings And Other Documents By Néle, Paramount Chief Of The Cuna Indians And Ruben Pérez Kantule, His Secretary.” Comparative Ethnological Studies. Göteborg: [Elanders boktryckeri aktiebolag].","http://ehrafworldcultures.yale.edu/document?id=sb05-028","18b","Nordenskiöld, freiherre, Erland, Cuna Indian chief Nele, Ruben Pérez Kantule, and G. M. E. Leijer. 1928. “Picture-Writings And Other Documents By Néle, Paramount Chief Of The Cuna Indians And Ruben Pérez Kantule, His Secretary.” Comparative Ethnological Studies. Göteborg: [Elanders boktryckeri aktiebolag].","http://ehrafworldcultures.yale.edu/document?id=sb05-028","18b","Erland Nordenskiöld; [translated by G. M. E. Leijer]","LSS; 1950-1956","English translation","Picture-writings and other documents by Néle, paramount chief of the Cuna Indians and Ruben Pérez Kantule, his secretary","sb05-028","Nordenskiöld, Erland freiherre, 1877-1932 Nele, Cuna Indian chief; Pérez Kantule, Ruben, 1907; Leijer, G. M. E.","part(s) of a monograph",28,"Panama","1927","1927","none","Göteborg",1928,1,"Nordenskiöld, Erland freiherre, 1877-1932 Nele, Cuna Indian chief; Pérez Kantule, Ruben, 1907; Leijer, G. M. E.",0,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2443",2443,"Nordenskiöld, freiherre, Erland, Cuna Indian chief Nele, Ruben Pérez Kantule, and G. M. E. Leijer. 1928. “Picture-Writings And Other Documents By Néle, Paramount Chief Of The Cuna Indians And Ruben Pérez Kantule, His Secretary.” Comparative Ethnological Studies. Göteborg: [Elanders boktryckeri aktiebolag].","http://ehrafworldcultures.yale.edu/document?id=sb05-028","18b","Nordenskiöld, freiherre, Erland, Cuna Indian chief Nele, Ruben Pérez Kantule, and G. M. E. Leijer. 1928. “Picture-Writings And Other Documents By Néle, Paramount Chief Of The Cuna Indians And Ruben Pérez Kantule, His Secretary.” Comparative Ethnological Studies. Göteborg: [Elanders boktryckeri aktiebolag].","http://ehrafworldcultures.yale.edu/document?id=sb05-028","18b","Erland Nordenskiöld; [translated by G. M. E. Leijer]","LSS; 1950-1956","English translation","Picture-writings and other documents by Néle, paramount chief of the Cuna Indians and Ruben Pérez Kantule, his secretary","sb05-028","Nordenskiöld, Erland freiherre, 1877-1932 Nele, Cuna Indian chief; Pérez Kantule, Ruben, 1907; Leijer, G. M. E.","part(s) of a monograph",28,"Panama","1927","1927","none","Göteborg",1928,1,"Nordenskiöld, Erland freiherre, 1877-1932 Nele, Cuna Indian chief; Pérez Kantule, Ruben, 1907; Leijer, G. M. E.",0,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2444",2444,"Nordenskiöld, freiherre, Erland, Cuna Indian chief Nele, Ruben Pérez Kantule, and G. M. E. Leijer. 1928. “Picture-Writings And Other Documents By Néle, Paramount Chief Of The Cuna Indians And Ruben Pérez Kantule, His Secretary.” Comparative Ethnological Studies. Göteborg: [Elanders boktryckeri aktiebolag].","http://ehrafworldcultures.yale.edu/document?id=sb05-028","19b","Nordenskiöld, freiherre, Erland, Cuna Indian chief Nele, Ruben Pérez Kantule, and G. M. E. Leijer. 1928. “Picture-Writings And Other Documents By Néle, Paramount Chief Of The Cuna Indians And Ruben Pérez Kantule, His Secretary.” Comparative Ethnological Studies. Göteborg: [Elanders boktryckeri aktiebolag].","http://ehrafworldcultures.yale.edu/document?id=sb05-028","19b","Erland Nordenskiöld; [translated by G. M. E. Leijer]","LSS; 1950-1956","English translation","Picture-writings and other documents by Néle, paramount chief of the Cuna Indians and Ruben Pérez Kantule, his secretary","sb05-028","Nordenskiöld, Erland freiherre, 1877-1932 Nele, Cuna Indian chief; Pérez Kantule, Ruben, 1907; Leijer, G. M. E.","part(s) of a monograph",28,"Panama","1927","1927","none","Göteborg",1928,1,"Nordenskiöld, Erland freiherre, 1877-1932 Nele, Cuna Indian chief; Pérez Kantule, Ruben, 1907; Leijer, G. M. E.",0,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2445",2445,"Sherzer, Joel. 1983. “Kuna Ways Of Speaking: An Ethnographic Perspective.” Texas Linguistic Series. Austin: University of Texas Press.","http://ehrafworldcultures.yale.edu/document?id=sb05-039","176, 177","Sherzer, Joel. 1983. “Kuna Ways Of Speaking: An Ethnographic Perspective.” Texas Linguistic Series. Austin: University of Texas Press.","http://ehrafworldcultures.yale.edu/document?id=sb05-039","176, 177","by Joel Sherzer","John Beierle; 1997","English","Kuna ways of speaking","sb05-039","Sherzer, Joel","monograph",39,"Mulatuppu Island; San Blas Coast and Islands, Panama","ca. 1968-1970s","ca. 1968-1970s","ethnologist","Austin",1983,0,"Sherzer, Joel",0,41,0,1,0,0,0,0,0,0,0,0,0,0
"2446",2446,"Sherzer, Joel. 1983. “Kuna Ways Of Speaking: An Ethnographic Perspective.” Texas Linguistic Series. Austin: University of Texas Press.","http://ehrafworldcultures.yale.edu/document?id=sb05-039","177","Sherzer, Joel. 1983. “Kuna Ways Of Speaking: An Ethnographic Perspective.” Texas Linguistic Series. Austin: University of Texas Press.","http://ehrafworldcultures.yale.edu/document?id=sb05-039","177","by Joel Sherzer","John Beierle; 1997","English","Kuna ways of speaking","sb05-039","Sherzer, Joel","monograph",39,"Mulatuppu Island; San Blas Coast and Islands, Panama","ca. 1968-1970s","ca. 1968-1970s","ethnologist","Austin",1983,0,"Sherzer, Joel",0,41,0,1,0,0,0,0,0,0,0,0,0,0
"2447",2447,"Sherzer, Joel. 1983. “Kuna Ways Of Speaking: An Ethnographic Perspective.” Texas Linguistic Series. Austin: University of Texas Press.","http://ehrafworldcultures.yale.edu/document?id=sb05-039","177","Sherzer, Joel. 1983. “Kuna Ways Of Speaking: An Ethnographic Perspective.” Texas Linguistic Series. Austin: University of Texas Press.","http://ehrafworldcultures.yale.edu/document?id=sb05-039","177","by Joel Sherzer","John Beierle; 1997","English","Kuna ways of speaking","sb05-039","Sherzer, Joel","monograph",39,"Mulatuppu Island; San Blas Coast and Islands, Panama","ca. 1968-1970s","ca. 1968-1970s","ethnologist","Austin",1983,0,"Sherzer, Joel",0,41,0,1,0,0,0,0,0,0,0,0,0,0
"2448",2448,"Sherzer, Joel. 1983. “Kuna Ways Of Speaking: An Ethnographic Perspective.” Texas Linguistic Series. Austin: University of Texas Press.","http://ehrafworldcultures.yale.edu/document?id=sb05-039","178","Sherzer, Joel. 1983. “Kuna Ways Of Speaking: An Ethnographic Perspective.” Texas Linguistic Series. Austin: University of Texas Press.","http://ehrafworldcultures.yale.edu/document?id=sb05-039","178","by Joel Sherzer","John Beierle; 1997","English","Kuna ways of speaking","sb05-039","Sherzer, Joel","monograph",39,"Mulatuppu Island; San Blas Coast and Islands, Panama","ca. 1968-1970s","ca. 1968-1970s","ethnologist","Austin",1983,0,"Sherzer, Joel",0,41,0,1,0,0,0,0,0,0,0,0,0,0
"2449",2449,"Sherzer, Joel. 1983. “Kuna Ways Of Speaking: An Ethnographic Perspective.” Texas Linguistic Series. Austin: University of Texas Press.","http://ehrafworldcultures.yale.edu/document?id=sb05-039","178","Sherzer, Joel. 1983. “Kuna Ways Of Speaking: An Ethnographic Perspective.” Texas Linguistic Series. Austin: University of Texas Press.","http://ehrafworldcultures.yale.edu/document?id=sb05-039","178","by Joel Sherzer","John Beierle; 1997","English","Kuna ways of speaking","sb05-039","Sherzer, Joel","monograph",39,"Mulatuppu Island; San Blas Coast and Islands, Panama","ca. 1968-1970s","ca. 1968-1970s","ethnologist","Austin",1983,0,"Sherzer, Joel",0,41,0,1,0,0,0,0,0,0,0,0,0,0
"2450",2450,"Sherzer, Joel. 1983. “Kuna Ways Of Speaking: An Ethnographic Perspective.” Texas Linguistic Series. Austin: University of Texas Press.","http://ehrafworldcultures.yale.edu/document?id=sb05-039","179","Sherzer, Joel. 1983. “Kuna Ways Of Speaking: An Ethnographic Perspective.” Texas Linguistic Series. Austin: University of Texas Press.","http://ehrafworldcultures.yale.edu/document?id=sb05-039","179","by Joel Sherzer","John Beierle; 1997","English","Kuna ways of speaking","sb05-039","Sherzer, Joel","monograph",39,"Mulatuppu Island; San Blas Coast and Islands, Panama","ca. 1968-1970s","ca. 1968-1970s","ethnologist","Austin",1983,0,"Sherzer, Joel",0,41,0,1,0,0,0,0,0,0,0,0,0,0
"2451",2451,"Sherzer, Joel. 1983. “Kuna Ways Of Speaking: An Ethnographic Perspective.” Texas Linguistic Series. Austin: University of Texas Press.","http://ehrafworldcultures.yale.edu/document?id=sb05-039","179","Sherzer, Joel. 1983. “Kuna Ways Of Speaking: An Ethnographic Perspective.” Texas Linguistic Series. Austin: University of Texas Press.","http://ehrafworldcultures.yale.edu/document?id=sb05-039","179","by Joel Sherzer","John Beierle; 1997","English","Kuna ways of speaking","sb05-039","Sherzer, Joel","monograph",39,"Mulatuppu Island; San Blas Coast and Islands, Panama","ca. 1968-1970s","ca. 1968-1970s","ethnologist","Austin",1983,0,"Sherzer, Joel",0,41,0,1,0,0,0,0,0,0,0,0,0,0
"2452",2452,"Sherzer, Joel. 1983. “Kuna Ways Of Speaking: An Ethnographic Perspective.” Texas Linguistic Series. Austin: University of Texas Press.","http://ehrafworldcultures.yale.edu/document?id=sb05-039","179","Sherzer, Joel. 1983. “Kuna Ways Of Speaking: An Ethnographic Perspective.” Texas Linguistic Series. Austin: University of Texas Press.","http://ehrafworldcultures.yale.edu/document?id=sb05-039","179","by Joel Sherzer","John Beierle; 1997","English","Kuna ways of speaking","sb05-039","Sherzer, Joel","monograph",39,"Mulatuppu Island; San Blas Coast and Islands, Panama","ca. 1968-1970s","ca. 1968-1970s","ethnologist","Austin",1983,0,"Sherzer, Joel",0,41,0,1,0,0,0,0,0,0,0,0,0,0
"2453",2453,"Sherzer, Joel. 1983. “Kuna Ways Of Speaking: An Ethnographic Perspective.” Texas Linguistic Series. Austin: University of Texas Press.","http://ehrafworldcultures.yale.edu/document?id=sb05-039","179","Sherzer, Joel. 1983. “Kuna Ways Of Speaking: An Ethnographic Perspective.” Texas Linguistic Series. Austin: University of Texas Press.","http://ehrafworldcultures.yale.edu/document?id=sb05-039","179","by Joel Sherzer","John Beierle; 1997","English","Kuna ways of speaking","sb05-039","Sherzer, Joel","monograph",39,"Mulatuppu Island; San Blas Coast and Islands, Panama","ca. 1968-1970s","ca. 1968-1970s","ethnologist","Austin",1983,0,"Sherzer, Joel",0,41,0,1,0,0,0,0,0,0,0,0,0,0
"2454",2454,"Stout, David Bond. 1947. “San Blas Cuna Acculturation: An Introduction.” Viking Fund Publications In Anthropology. New York: [s.n.].","http://ehrafworldcultures.yale.edu/document?id=sb05-003","106","Stout, David Bond. 1947. “San Blas Cuna Acculturation: An Introduction.” Viking Fund Publications In Anthropology. New York: [s.n.].","http://ehrafworldcultures.yale.edu/document?id=sb05-003","106","David B. Stout","KS; 1950-1956","English","San Blas Cuna acculturation","sb05-003","Stout, David Bond, 1913-","part(s) of a monograph",3,"San Blas Archipelago, Panama","ca. 1600-","1940-41","none","New York",1947,0,"Stout, David Bond, 1913-",0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2455",2455,"Tice, Karin E. (Karin Elaine), Ian Skoggard, and John Beierle. 1999. “Culture Summary: Kuna.” New Haven, Conn.: HRAF.","http://ehrafworldcultures.yale.edu/document?id=sb05-000","10","Tice, Karin E. (Karin Elaine), Ian Skoggard, and John Beierle. 1999. “Culture Summary: Kuna.” New Haven, Conn.: HRAF.","http://ehrafworldcultures.yale.edu/document?id=sb05-000","10","By Karin E. Tice, Ian Skoggard, and John Beierle","Ian Skoggard and John Beierle","English","Culture summary","sb05-000","Tice, Karin E. (Karin Elaine), 1956- Skoggard, Ian A., 1953- Beierle, John","essay",0,"Panama","not specified","no date","ethnologist","New Haven, Conn.",1999,0,"Tice, Karin E. (Karin Elaine), 1956- Skoggard, Ian A., 1953- Beierle, John",0.333333333333333,44.5,0,1,0,0,0,0,0,0,0,0,0,0
"2456",2456,"Tice, Karin E. (Karin Elaine), Ian Skoggard, and John Beierle. 1999. “Culture Summary: Kuna.” New Haven, Conn.: HRAF.","http://ehrafworldcultures.yale.edu/document?id=sb05-000","10","Tice, Karin E. (Karin Elaine), Ian Skoggard, and John Beierle. 1999. “Culture Summary: Kuna.” New Haven, Conn.: HRAF.","http://ehrafworldcultures.yale.edu/document?id=sb05-000","10","By Karin E. Tice, Ian Skoggard, and John Beierle","Ian Skoggard and John Beierle","English","Culture summary","sb05-000","Tice, Karin E. (Karin Elaine), 1956- Skoggard, Ian A., 1953- Beierle, John","essay",0,"Panama","not specified","no date","ethnologist","New Haven, Conn.",1999,0,"Tice, Karin E. (Karin Elaine), 1956- Skoggard, Ian A., 1953- Beierle, John",0.333333333333333,44.5,0,1,0,0,0,0,0,0,0,0,0,0
