indx,ocm,cite_text,cite_url,cite_pages,cite_byline,cite_analyst,cite_language,cite_title,cite_docid,cite_author,cite_doctype,cite_docnum,cite_location,cite_date,cite_fielddate,cite_evaluation,cite_publisher
2796,HUNTING AND TRAPPING (224); INTERLINEAR TRANSLATIONS (903); PRICE AND VALUE (435); WRITING (212); VISUAL ARTS (5311); MAGIC (789),"Tanner, John, and Edwin James. 1830. “Narrative Of The Captivity And Adventures Of John Tanner, (U.S. Interpreter At The Saut De Ste. Marie,): During Thirty Years Residence Among The Indians In The Interior Of North America.” New York: G. & C. & H. Carvill.",http://ehrafworldcultures.yale.edu/document?id=ng06-040,361,prepared for the press by Edwin James,John Beierle; 1998,English,"A narrative of the captivity and adventures of John Tanner, (U.S. interpreter at the Saut de Ste. Marie,)",ng06-040,"Tanner, John, 1780?-1847 James, Edwin, 1797-1861, ed.",Monograph,40,Central Ojibwa,1780s - ca. 1850,no date,Traveler-5,New York
2797,HUNTING AND TRAPPING (224); INTERLINEAR TRANSLATIONS (903); WRITING (212); VISUAL ARTS (5311),"Tanner, John, and Edwin James. 1830. “Narrative Of The Captivity And Adventures Of John Tanner, (U.S. Interpreter At The Saut De Ste. Marie,): During Thirty Years Residence Among The Indians In The Interior Of North America.” New York: G. & C. & H. Carvill.",http://ehrafworldcultures.yale.edu/document?id=ng06-040,363,prepared for the press by Edwin James,John Beierle; 1998,English,"A narrative of the captivity and adventures of John Tanner, (U.S. interpreter at the Saut de Ste. Marie,)",ng06-040,"Tanner, John, 1780?-1847 James, Edwin, 1797-1861, ed.",Monograph,40,Central Ojibwa,1780s - ca. 1850,no date,Traveler-5,New York
2798,INTERLINEAR TRANSLATIONS (903); WRITING (212); VISUAL ARTS (5311),"Tanner, John, and Edwin James. 1830. “Narrative Of The Captivity And Adventures Of John Tanner, (U.S. Interpreter At The Saut De Ste. Marie,): During Thirty Years Residence Among The Indians In The Interior Of North America.” New York: G. & C. & H. Carvill.",http://ehrafworldcultures.yale.edu/document?id=ng06-040,360,prepared for the press by Edwin James,John Beierle; 1998,English,"A narrative of the captivity and adventures of John Tanner, (U.S. interpreter at the Saut de Ste. Marie,)",ng06-040,"Tanner, John, 1780?-1847 James, Edwin, 1797-1861, ed.",Monograph,40,Central Ojibwa,1780s - ca. 1850,no date,Traveler-5,New York
2799,HUNTING AND TRAPPING (224); INTERLINEAR TRANSLATIONS (903); ACCUMULATION OF WEALTH (556); WRITING (212); VISUAL ARTS (5311),"Tanner, John, and Edwin James. 1830. “Narrative Of The Captivity And Adventures Of John Tanner, (U.S. Interpreter At The Saut De Ste. Marie,): During Thirty Years Residence Among The Indians In The Interior Of North America.” New York: G. & C. & H. Carvill.",http://ehrafworldcultures.yale.edu/document?id=ng06-040,366,prepared for the press by Edwin James,John Beierle; 1998,English,"A narrative of the captivity and adventures of John Tanner, (U.S. interpreter at the Saut de Ste. Marie,)",ng06-040,"Tanner, John, 1780?-1847 James, Edwin, 1797-1861, ed.",Monograph,40,Central Ojibwa,1780s - ca. 1850,no date,Traveler-5,New York
2800,WRITING (212); ESCHATOLOGY (775); INTERLINEAR TRANSLATIONS (903); PERSONAL GROOMING (302); VISUAL ARTS (5311),"Tanner, John, and Edwin James. 1830. “Narrative Of The Captivity And Adventures Of John Tanner, (U.S. Interpreter At The Saut De Ste. Marie,): During Thirty Years Residence Among The Indians In The Interior Of North America.” New York: G. & C. & H. Carvill.",http://ehrafworldcultures.yale.edu/document?id=ng06-040,369,prepared for the press by Edwin James,John Beierle; 1998,English,"A narrative of the captivity and adventures of John Tanner, (U.S. interpreter at the Saut de Ste. Marie,)",ng06-040,"Tanner, John, 1780?-1847 James, Edwin, 1797-1861, ed.",Monograph,40,Central Ojibwa,1780s - ca. 1850,no date,Traveler-5,New York
2801,SHAMANS AND PSYCHOTHERAPISTS (756); MAGIC (789); INTERLINEAR TRANSLATIONS (903); WRITING (212); VISUAL ARTS (5311),"Tanner, John, and Edwin James. 1830. “Narrative Of The Captivity And Adventures Of John Tanner, (U.S. Interpreter At The Saut De Ste. Marie,): During Thirty Years Residence Among The Indians In The Interior Of North America.” New York: G. & C. & H. Carvill.",http://ehrafworldcultures.yale.edu/document?id=ng06-040,370,prepared for the press by Edwin James,John Beierle; 1998,English,"A narrative of the captivity and adventures of John Tanner, (U.S. interpreter at the Saut de Ste. Marie,)",ng06-040,"Tanner, John, 1780?-1847 James, Edwin, 1797-1861, ed.",Monograph,40,Central Ojibwa,1780s - ca. 1850,no date,Traveler-5,New York
2802,MORBIDITY (164); INTERLINEAR TRANSLATIONS (903); SPIRITS AND GODS (776); THEORY OF DISEASE (753); WRITING (212); VISUAL ARTS (5311),"Tanner, John, and Edwin James. 1830. “Narrative Of The Captivity And Adventures Of John Tanner, (U.S. Interpreter At The Saut De Ste. Marie,): During Thirty Years Residence Among The Indians In The Interior Of North America.” New York: G. & C. & H. Carvill.",http://ehrafworldcultures.yale.edu/document?id=ng06-040,375,prepared for the press by Edwin James,John Beierle; 1998,English,"A narrative of the captivity and adventures of John Tanner, (U.S. interpreter at the Saut de Ste. Marie,)",ng06-040,"Tanner, John, 1780?-1847 James, Edwin, 1797-1861, ed.",Monograph,40,Central Ojibwa,1780s - ca. 1850,no date,Traveler-5,New York
2803,SEXUAL STIMULATION (832); INTERLINEAR TRANSLATIONS (903); WRITING (212); VISUAL ARTS (5311),"Tanner, John, and Edwin James. 1830. “Narrative Of The Captivity And Adventures Of John Tanner, (U.S. Interpreter At The Saut De Ste. Marie,): During Thirty Years Residence Among The Indians In The Interior Of North America.” New York: G. & C. & H. Carvill.",http://ehrafworldcultures.yale.edu/document?id=ng06-040,372,prepared for the press by Edwin James,John Beierle; 1998,English,"A narrative of the captivity and adventures of John Tanner, (U.S. interpreter at the Saut de Ste. Marie,)",ng06-040,"Tanner, John, 1780?-1847 James, Edwin, 1797-1861, ed.",Monograph,40,Central Ojibwa,1780s - ca. 1850,no date,Traveler-5,New York
2804,MORBIDITY (164); INTERLINEAR TRANSLATIONS (903); SPIRITS AND GODS (776); THEORY OF DISEASE (753); WRITING (212); VISUAL ARTS (5311),"Tanner, John, and Edwin James. 1830. “Narrative Of The Captivity And Adventures Of John Tanner, (U.S. Interpreter At The Saut De Ste. Marie,): During Thirty Years Residence Among The Indians In The Interior Of North America.” New York: G. & C. & H. Carvill.",http://ehrafworldcultures.yale.edu/document?id=ng06-040,375,prepared for the press by Edwin James,John Beierle; 1998,English,"A narrative of the captivity and adventures of John Tanner, (U.S. interpreter at the Saut de Ste. Marie,)",ng06-040,"Tanner, John, 1780?-1847 James, Edwin, 1797-1861, ed.",Monograph,40,Central Ojibwa,1780s - ca. 1850,no date,Traveler-5,New York
2805,WRITING (212); ESCHATOLOGY (775); INTERLINEAR TRANSLATIONS (903); PERSONAL GROOMING (302); VISUAL ARTS (5311),"Tanner, John, and Edwin James. 1830. “Narrative Of The Captivity And Adventures Of John Tanner, (U.S. Interpreter At The Saut De Ste. Marie,): During Thirty Years Residence Among The Indians In The Interior Of North America.” New York: G. & C. & H. Carvill.",http://ehrafworldcultures.yale.edu/document?id=ng06-040,369,prepared for the press by Edwin James,John Beierle; 1998,English,"A narrative of the captivity and adventures of John Tanner, (U.S. interpreter at the Saut de Ste. Marie,)",ng06-040,"Tanner, John, 1780?-1847 James, Edwin, 1797-1861, ed.",Monograph,40,Central Ojibwa,1780s - ca. 1850,no date,Traveler-5,New York
2806,MORBIDITY (164); INTERLINEAR TRANSLATIONS (903); SPIRITS AND GODS (776); THEORY OF DISEASE (753); WRITING (212); VISUAL ARTS (5311),"Tanner, John, and Edwin James. 1830. “Narrative Of The Captivity And Adventures Of John Tanner, (U.S. Interpreter At The Saut De Ste. Marie,): During Thirty Years Residence Among The Indians In The Interior Of North America.” New York: G. & C. & H. Carvill.",http://ehrafworldcultures.yale.edu/document?id=ng06-040,375,prepared for the press by Edwin James,John Beierle; 1998,English,"A narrative of the captivity and adventures of John Tanner, (U.S. interpreter at the Saut de Ste. Marie,)",ng06-040,"Tanner, John, 1780?-1847 James, Edwin, 1797-1861, ed.",Monograph,40,Central Ojibwa,1780s - ca. 1850,no date,Traveler-5,New York
2807,INTERLINEAR TRANSLATIONS (903); MAGICAL AND MENTAL THERAPY (755); WRITING (212); SHAMANS AND PSYCHOTHERAPISTS (756); VISUAL ARTS (5311),"Tanner, John, and Edwin James. 1830. “Narrative Of The Captivity And Adventures Of John Tanner, (U.S. Interpreter At The Saut De Ste. Marie,): During Thirty Years Residence Among The Indians In The Interior Of North America.” New York: G. & C. & H. Carvill.",http://ehrafworldcultures.yale.edu/document?id=ng06-040,376,prepared for the press by Edwin James,John Beierle; 1998,English,"A narrative of the captivity and adventures of John Tanner, (U.S. interpreter at the Saut de Ste. Marie,)",ng06-040,"Tanner, John, 1780?-1847 James, Edwin, 1797-1861, ed.",Monograph,40,Central Ojibwa,1780s - ca. 1850,no date,Traveler-5,New York
2808,MAGICAL AND MENTAL THERAPY (755); SHAMANS AND PSYCHOTHERAPISTS (756); INTERLINEAR TRANSLATIONS (903); WRITING (212); VISUAL ARTS (5311),"Tanner, John, and Edwin James. 1830. “Narrative Of The Captivity And Adventures Of John Tanner, (U.S. Interpreter At The Saut De Ste. Marie,): During Thirty Years Residence Among The Indians In The Interior Of North America.” New York: G. & C. & H. Carvill.",http://ehrafworldcultures.yale.edu/document?id=ng06-040,376,prepared for the press by Edwin James,John Beierle; 1998,English,"A narrative of the captivity and adventures of John Tanner, (U.S. interpreter at the Saut de Ste. Marie,)",ng06-040,"Tanner, John, 1780?-1847 James, Edwin, 1797-1861, ed.",Monograph,40,Central Ojibwa,1780s - ca. 1850,no date,Traveler-5,New York
2809,INTERLINEAR TRANSLATIONS (903); MAGICAL AND MENTAL THERAPY (755); WRITING (212); SHAMANS AND PSYCHOTHERAPISTS (756); VISUAL ARTS (5311),"Tanner, John, and Edwin James. 1830. “Narrative Of The Captivity And Adventures Of John Tanner, (U.S. Interpreter At The Saut De Ste. Marie,): During Thirty Years Residence Among The Indians In The Interior Of North America.” New York: G. & C. & H. Carvill.",http://ehrafworldcultures.yale.edu/document?id=ng06-040,376,prepared for the press by Edwin James,John Beierle; 1998,English,"A narrative of the captivity and adventures of John Tanner, (U.S. interpreter at the Saut de Ste. Marie,)",ng06-040,"Tanner, John, 1780?-1847 James, Edwin, 1797-1861, ed.",Monograph,40,Central Ojibwa,1780s - ca. 1850,no date,Traveler-5,New York
2810,INTERLINEAR TRANSLATIONS (903); MAGICAL AND MENTAL THERAPY (755); WRITING (212); SHAMANS AND PSYCHOTHERAPISTS (756); VISUAL ARTS (5311),"Tanner, John, and Edwin James. 1830. “Narrative Of The Captivity And Adventures Of John Tanner, (U.S. Interpreter At The Saut De Ste. Marie,): During Thirty Years Residence Among The Indians In The Interior Of North America.” New York: G. & C. & H. Carvill.",http://ehrafworldcultures.yale.edu/document?id=ng06-040,376,prepared for the press by Edwin James,John Beierle; 1998,English,"A narrative of the captivity and adventures of John Tanner, (U.S. interpreter at the Saut de Ste. Marie,)",ng06-040,"Tanner, John, 1780?-1847 James, Edwin, 1797-1861, ed.",Monograph,40,Central Ojibwa,1780s - ca. 1850,no date,Traveler-5,New York
2811,WARFARE (726); INTERLINEAR TRANSLATIONS (903),"Tanner, John, and Edwin James. 1830. “Narrative Of The Captivity And Adventures Of John Tanner, (U.S. Interpreter At The Saut De Ste. Marie,): During Thirty Years Residence Among The Indians In The Interior Of North America.” New York: G. & C. & H. Carvill.",http://ehrafworldcultures.yale.edu/document?id=ng06-040,381,prepared for the press by Edwin James,John Beierle; 1998,English,"A narrative of the captivity and adventures of John Tanner, (U.S. interpreter at the Saut de Ste. Marie,)",ng06-040,"Tanner, John, 1780?-1847 James, Edwin, 1797-1861, ed.",Monograph,40,Central Ojibwa,1780s - ca. 1850,no date,Traveler-5,New York
2812,WARFARE (726); INTERLINEAR TRANSLATIONS (903),"Tanner, John, and Edwin James. 1830. “Narrative Of The Captivity And Adventures Of John Tanner, (U.S. Interpreter At The Saut De Ste. Marie,): During Thirty Years Residence Among The Indians In The Interior Of North America.” New York: G. & C. & H. Carvill.",http://ehrafworldcultures.yale.edu/document?id=ng06-040,381,prepared for the press by Edwin James,John Beierle; 1998,English,"A narrative of the captivity and adventures of John Tanner, (U.S. interpreter at the Saut de Ste. Marie,)",ng06-040,"Tanner, John, 1780?-1847 James, Edwin, 1797-1861, ed.",Monograph,40,Central Ojibwa,1780s - ca. 1850,no date,Traveler-5,New York
2813,LEISURE TIME ACTIVITIES (517); GAMES (524); LIFE HISTORY MATERIALS (159),"Theriault, Madeline. 1992. “Moose To Moccasins: The Story Of Ka Kita Wa Pa No Kwe.” Toronto, Ont.: Natural Heritage/Natural History.",http://ehrafworldcultures.yale.edu/document?id=ng06-064,35,Madeline Katt Theriault,Ian Skoggard; 1998,English,Moose to moccasins,ng06-064,"Theriault, Madeline, 1908-",Monograph,64,"Northeastern Ontario, Canada",1908-1990,Not Specified,Indigene-5,"Toronto, Ont."
2814,SPIRITS AND GODS (776); REVELATION AND DIVINATION (787),"Vecsey, Christopher. 1983. “Traditional Ojibwa Religion And Its Historical Changes.” Memoirs. Philadelphia: American Philosophical Society.",http://ehrafworldcultures.yale.edu/document?id=ng06-041,107,Christopher Vecsey,John Beierle; 1998,English,Traditional Ojibwa religion and its historical changes,ng06-041,"Vecsey, Christopher",Monograph,41,Central Ojibwa,seventeenth - twentieth centuries,no date,"Historian-4,5",Philadelphia
2815,MAGICAL AND MENTAL THERAPY (755); RECREATIONAL AND NON-THERAPEUTIC DRUGS (276); SPIRITS AND GODS (776); ORGANIZED CEREMONIAL (796); PRAYERS AND SACRIFICES (782),"Vecsey, Christopher. 1983. “Traditional Ojibwa Religion And Its Historical Changes.” Memoirs. Philadelphia: American Philosophical Society.",http://ehrafworldcultures.yale.edu/document?id=ng06-041,108,Christopher Vecsey,John Beierle; 1998,English,Traditional Ojibwa religion and its historical changes,ng06-041,"Vecsey, Christopher",Monograph,41,Central Ojibwa,seventeenth - twentieth centuries,no date,"Historian-4,5",Philadelphia
2816,MYTHOLOGY (773),"Vecsey, Christopher. 1983. “Traditional Ojibwa Religion And Its Historical Changes.” Memoirs. Philadelphia: American Philosophical Society.",http://ehrafworldcultures.yale.edu/document?id=ng06-041,107,Christopher Vecsey,John Beierle; 1998,English,Traditional Ojibwa religion and its historical changes,ng06-041,"Vecsey, Christopher",Monograph,41,Central Ojibwa,seventeenth - twentieth centuries,no date,"Historian-4,5",Philadelphia
2817,HUNTING AND TRAPPING (224),"Vecsey, Christopher. 1983. “Traditional Ojibwa Religion And Its Historical Changes.” Memoirs. Philadelphia: American Philosophical Society.",http://ehrafworldcultures.yale.edu/document?id=ng06-041,107,Christopher Vecsey,John Beierle; 1998,English,Traditional Ojibwa religion and its historical changes,ng06-041,"Vecsey, Christopher",Monograph,41,Central Ojibwa,seventeenth - twentieth centuries,no date,"Historian-4,5",Philadelphia
2818,ACCULTURATION AND CULTURE CONTACT (177); SOCIOCULTURAL TRENDS (178),"Vecsey, Christopher. 1983. “Traditional Ojibwa Religion And Its Historical Changes.” Memoirs. Philadelphia: American Philosophical Society.",http://ehrafworldcultures.yale.edu/document?id=ng06-041,114,Christopher Vecsey,John Beierle; 1998,English,Traditional Ojibwa religion and its historical changes,ng06-041,"Vecsey, Christopher",Monograph,41,Central Ojibwa,seventeenth - twentieth centuries,no date,"Historian-4,5",Philadelphia
2819,ACCULTURATION AND CULTURE CONTACT (177); MISSIONS (797),"Vecsey, Christopher. 1983. “Traditional Ojibwa Religion And Its Historical Changes.” Memoirs. Philadelphia: American Philosophical Society.",http://ehrafworldcultures.yale.edu/document?id=ng06-041,115,Christopher Vecsey,John Beierle; 1998,English,Traditional Ojibwa religion and its historical changes,ng06-041,"Vecsey, Christopher",Monograph,41,Central Ojibwa,seventeenth - twentieth centuries,no date,"Historian-4,5",Philadelphia
2820,ACCULTURATION AND CULTURE CONTACT (177); SOCIOCULTURAL TRENDS (178); ORGANIZED CEREMONIAL (796); MISSIONS (797); DANCE (535),"Vecsey, Christopher. 1983. “Traditional Ojibwa Religion And Its Historical Changes.” Memoirs. Philadelphia: American Philosophical Society.",http://ehrafworldcultures.yale.edu/document?id=ng06-041,116,Christopher Vecsey,John Beierle; 1998,English,Traditional Ojibwa religion and its historical changes,ng06-041,"Vecsey, Christopher",Monograph,41,Central Ojibwa,seventeenth - twentieth centuries,no date,"Historian-4,5",Philadelphia
2821,DANCE (535); REVELATION AND DIVINATION (787); ORGANIZED CEREMONIAL (796); ACTIVITIES OF THE AGED (887),"Vecsey, Christopher. 1983. “Traditional Ojibwa Religion And Its Historical Changes.” Memoirs. Philadelphia: American Philosophical Society.",http://ehrafworldcultures.yale.edu/document?id=ng06-041,116,Christopher Vecsey,John Beierle; 1998,English,Traditional Ojibwa religion and its historical changes,ng06-041,"Vecsey, Christopher",Monograph,41,Central Ojibwa,seventeenth - twentieth centuries,no date,"Historian-4,5",Philadelphia
2822,ACCULTURATION AND CULTURE CONTACT (177); VISITING AND HOSPITALITY (574); DANCE (535),"Vecsey, Christopher. 1983. “Traditional Ojibwa Religion And Its Historical Changes.” Memoirs. Philadelphia: American Philosophical Society.",http://ehrafworldcultures.yale.edu/document?id=ng06-041,117,Christopher Vecsey,John Beierle; 1998,English,Traditional Ojibwa religion and its historical changes,ng06-041,"Vecsey, Christopher",Monograph,41,Central Ojibwa,seventeenth - twentieth centuries,no date,"Historian-4,5",Philadelphia
2823,BODY ALTERATIONS (304); REVELATION AND DIVINATION (787); SPIRITS AND GODS (776); NAMING (553); VISUAL ARTS (5311),"Vecsey, Christopher. 1983. “Traditional Ojibwa Religion And Its Historical Changes.” Memoirs. Philadelphia: American Philosophical Society.",http://ehrafworldcultures.yale.edu/document?id=ng06-041,131,Christopher Vecsey,John Beierle; 1998,English,Traditional Ojibwa religion and its historical changes,ng06-041,"Vecsey, Christopher",Monograph,41,Central Ojibwa,seventeenth - twentieth centuries,no date,"Historian-4,5",Philadelphia
2824,SPIRITS AND GODS (776); ACCULTURATION AND CULTURE CONTACT (177),"Vecsey, Christopher. 1983. “Traditional Ojibwa Religion And Its Historical Changes.” Memoirs. Philadelphia: American Philosophical Society.",http://ehrafworldcultures.yale.edu/document?id=ng06-041,143,Christopher Vecsey,John Beierle; 1998,English,Traditional Ojibwa religion and its historical changes,ng06-041,"Vecsey, Christopher",Monograph,41,Central Ojibwa,seventeenth - twentieth centuries,no date,"Historian-4,5",Philadelphia
2825,ORGANIZED CEREMONIAL (796); WRITING (212); SHAMANS AND PSYCHOTHERAPISTS (756); VISUAL ARTS (5311),"Vecsey, Christopher. 1983. “Traditional Ojibwa Religion And Its Historical Changes.” Memoirs. Philadelphia: American Philosophical Society.",http://ehrafworldcultures.yale.edu/document?id=ng06-041,178,Christopher Vecsey,John Beierle; 1998,English,Traditional Ojibwa religion and its historical changes,ng06-041,"Vecsey, Christopher",Monograph,41,Central Ojibwa,seventeenth - twentieth centuries,no date,"Historian-4,5",Philadelphia
2826,WRITING (212); SHAMANS AND PSYCHOTHERAPISTS (756); ORGANIZED CEREMONIAL (796),"Vecsey, Christopher. 1983. “Traditional Ojibwa Religion And Its Historical Changes.” Memoirs. Philadelphia: American Philosophical Society.",http://ehrafworldcultures.yale.edu/document?id=ng06-041,186,Christopher Vecsey,John Beierle; 1998,English,Traditional Ojibwa religion and its historical changes,ng06-041,"Vecsey, Christopher",Monograph,41,Central Ojibwa,seventeenth - twentieth centuries,no date,"Historian-4,5",Philadelphia
