indx,singers_sex,singers_leader,singers_dance,audience_dance,religious,trance,ceremony,informal,appear,restrict,mimic,nowords,child_by,child_for,compose,improv,clap,stomp,instrument,cite_text_manual,cite_url_manual,cite_page_manual
2557,Female,.,.,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Abu-Lughod, Lila. 1993. “Writing Women’S Worlds: Bedouin Stories.” Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=mt09-013,"186, 187"
2558,Female,.,.,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Abu-Lughod, Lila. 1993. “Writing Women’S Worlds: Bedouin Stories.” Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=mt09-013,"186, 187"
2559,Female,.,.,.,0,0,.,.,0,0,0,Jibberish,0,0,1,0,.,.,0,"Abu-Lughod, Lila. 1993. “Writing Women’S Worlds: Bedouin Stories.” Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=mt09-013,187
2560,Female,.,.,.,0,0,.,.,0,0,0,Jibberish,0,0,1,0,.,.,0,"Abu-Lughod, Lila. 1993. “Writing Women’S Worlds: Bedouin Stories.” Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=mt09-013,187
2561,Female,.,.,.,0,0,.,.,0,0,0,Jibberish,0,0,1,0,.,.,0,"Abu-Lughod, Lila. 1993. “Writing Women’S Worlds: Bedouin Stories.” Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=mt09-013,187
2562,Female,.,.,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Abu-Lughod, Lila. 1993. “Writing Women’S Worlds: Bedouin Stories.” Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=mt09-013,186
2563,Female,.,.,.,0,0,.,.,0,0,0,Jibberish,0,0,1,0,.,.,0,"Abu-Lughod, Lila. 1993. “Writing Women’S Worlds: Bedouin Stories.” Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=mt09-013,187
2564,Female,.,.,.,0,0,1,.,0,1,0,.,1,0,.,0,.,.,0,"Abu-Lughod, Lila. 1993. “Writing Women’S Worlds: Bedouin Stories.” Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=mt09-013,192
2565,Female,.,.,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Abu-Lughod, Lila. 1993. “Writing Women’S Worlds: Bedouin Stories.” Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=mt09-013,"191, 192"
2566,Female,.,.,.,0,0,1,.,0,1,0,.,0,0,.,0,.,.,0,"Abu-Lughod, Lila. 1993. “Writing Women’S Worlds: Bedouin Stories.” Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=mt09-013,190
2567,Female,.,1,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Abu-Lughod, Lila. 1993. “Writing Women’S Worlds: Bedouin Stories.” Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=mt09-013,"189, 190"
2568,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Abu-Lughod, Lila. 1993. “Writing Women’S Worlds: Bedouin Stories.” Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=mt09-013,189
2569,Female,.,.,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Abu-Lughod, Lila. 1993. “Writing Women’S Worlds: Bedouin Stories.” Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=mt09-013,"191, 192"
2570,Female,.,1,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Abu-Lughod, Lila. 1993. “Writing Women’S Worlds: Bedouin Stories.” Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=mt09-013,"189, 190"
2571,Female,.,1,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Abu-Lughod, Lila. 1993. “Writing Women’S Worlds: Bedouin Stories.” Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=mt09-013,190
2572,Female,.,1,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Abu-Lughod, Lila. 1993. “Writing Women’S Worlds: Bedouin Stories.” Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=mt09-013,190
2573,Female,.,1,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Abu-Lughod, Lila. 1993. “Writing Women’S Worlds: Bedouin Stories.” Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=mt09-013,190
2574,Male,0,.,.,0,0,0,1,0,0,0,.,0,0,1,0,.,.,0,"Abu-Lughod, Lila. 1993. “Writing Women’S Worlds: Bedouin Stories.” Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=mt09-013,218
2575,Male,0,.,.,0,0,0,1,0,0,0,.,0,0,1,0,.,.,0,"Abu-Lughod, Lila. 1993. “Writing Women’S Worlds: Bedouin Stories.” Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=mt09-013,"231, 232, 233"
2576,.,.,.,.,0,0,1,0,0,0,0,.,0,0,1,0,1,.,0,"Davis, J. (John). 1988. “Libyan Politics: Tribe And Revolution : An Account Of The Zuwaya And Their Government.” Comparative Studies On Muslim Societies. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=mt09-015,155
2577,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Evans-Pritchard, Edward Evan. 1949. “Sanusi Of Cyrenaica.” Oxford: At the Clarendon Press.",http://ehrafworldcultures.yale.edu/document?id=mt09-003,133
2578,Male,.,.,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Peters, Emrys L. -, Jack Goody, and Emanuel Marx. 1990. “Bedouin Of Cyrenaica: Studies In Personal And Corporate Power.” Cambridge Studies In Social And Cultural Anthropology. Cambridge: Press Syndicate of the University of Cambridge.",http://ehrafworldcultures.yale.edu/document?id=mt09-017,35
2579,Male,.,.,.,0,0,1,0,0,1,0,.,0,0,.,0,.,.,0,"Peters, Emrys L. -, Jack Goody, and Emanuel Marx. 1990. “Bedouin Of Cyrenaica: Studies In Personal And Corporate Power.” Cambridge Studies In Social And Cultural Anthropology. Cambridge: Press Syndicate of the University of Cambridge.",http://ehrafworldcultures.yale.edu/document?id=mt09-017,198
2580,Male,.,.,.,0,0,1,0,0,0,0,.,0,0,.,0,1,.,0,"Peters, Emrys L. -, Jack Goody, and Emanuel Marx. 1990. “Bedouin Of Cyrenaica: Studies In Personal And Corporate Power.” Cambridge Studies In Social And Cultural Anthropology. Cambridge: Press Syndicate of the University of Cambridge.",http://ehrafworldcultures.yale.edu/document?id=mt09-017,198
2581,.,.,.,.,0,0,0,1,0,0,0,.,0,0,.,0,.,.,0,"Abu-Lughod, Lila. 1986. “Veiled Sentiments: Honor And Poetry In A Bedouin Society.” Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=mt09-010,171
2582,Male,.,.,.,0,0,1,.,0,1,0,.,0,0,.,0,.,.,0,"Peters, Emrys L. -, Jack Goody, and Emanuel Marx. 1990. “Bedouin Of Cyrenaica: Studies In Personal And Corporate Power.” Cambridge Studies In Social And Cultural Anthropology. Cambridge: Press Syndicate of the University of Cambridge.",http://ehrafworldcultures.yale.edu/document?id=mt09-017,189
2583,.,.,0,.,0,0,.,0,0,0,0,.,0,0,.,0,.,.,1,"Beierle, John. 1995. “Culture Summary: Lozi.” New Haven, Conn.: HRAF.",http://ehrafworldcultures.yale.edu/document?id=fq09-000,10
2584,Male,.,.,.,0,0,1,0,0,1,0,.,0,0,.,0,.,.,0,"Gluckman, Max. 1959. “Lozi Of Barostseland In North-Western Rhodesia.” Seven Tribes Of British Central Africa, Edited By Elizabeth Colson And Max Gluckman. Manchester: Manchester University Press, on behalf of the Rhodes-Livingstone Institute, Northern Rhodesia.",http://ehrafworldcultures.yale.edu/document?id=fq09-002,11
2585,.,.,.,.,0,0,.,.,0,0,0,.,0,0,0,0,.,.,0,"Prins, Gwyn. 1980. “Hidden Hippopotamus: Reappraisal In African History.” African Studies Series. Cambridge [Eng.]: Cambridge University Press.",http://ehrafworldcultures.yale.edu/document?id=fq09-011,118
2586,.,.,.,.,0,0,.,.,0,0,0,.,0,0,0,0,.,.,0,"Prins, Gwyn. 1980. “Hidden Hippopotamus: Reappraisal In African History.” African Studies Series. Cambridge [Eng.]: Cambridge University Press.",http://ehrafworldcultures.yale.edu/document?id=fq09-011,118
2587,.,.,.,.,0,0,.,.,0,0,0,.,0,0,0,0,.,.,0,"Prins, Gwyn. 1980. “Hidden Hippopotamus: Reappraisal In African History.” African Studies Series. Cambridge [Eng.]: Cambridge University Press.",http://ehrafworldcultures.yale.edu/document?id=fq09-011,118
2588,.,.,.,.,0,0,.,.,0,0,0,.,0,0,0,0,.,.,0,"Prins, Gwyn. 1980. “Hidden Hippopotamus: Reappraisal In African History.” African Studies Series. Cambridge [Eng.]: Cambridge University Press.",http://ehrafworldcultures.yale.edu/document?id=fq09-011,118
2589,.,.,.,.,0,0,.,.,0,0,0,.,0,0,0,0,.,.,0,"Prins, Gwyn. 1980. “Hidden Hippopotamus: Reappraisal In African History.” African Studies Series. Cambridge [Eng.]: Cambridge University Press.",http://ehrafworldcultures.yale.edu/document?id=fq09-011,118
2590,.,.,.,.,0,0,.,.,0,0,0,.,0,0,0,0,.,.,0,"Prins, Gwyn. 1980. “Hidden Hippopotamus: Reappraisal In African History.” African Studies Series. Cambridge [Eng.]: Cambridge University Press.",http://ehrafworldcultures.yale.edu/document?id=fq09-011,118
2591,.,.,.,.,0,0,1,.,0,0,0,.,0,0,0,0,.,.,0,"Prins, Gwyn. 1980. “Hidden Hippopotamus: Reappraisal In African History.” African Studies Series. Cambridge [Eng.]: Cambridge University Press.",http://ehrafworldcultures.yale.edu/document?id=fq09-011,"118, 119"
2592,Male,1,.,1,0,1,1,0,0,1,0,.,0,0,.,0,.,.,1,"Reynolds, Barrie. 1963. “Magic, Divination And Witchcraft Among The Barotse Of Northern Rhodesia.” Robins Series. London, England: Chatto and Windus.",http://ehrafworldcultures.yale.edu/document?id=fq09-009,135
2593,.,.,.,.,0,0,1,0,0,1,0,.,0,0,.,0,.,.,1,"Turner, Victor Witter. 1952. “Lozi Peoples Of North-Western Rhodesia.” Ethnographic Survey Of Africa, West Central Africa. London, England: International African Institute.",http://ehrafworldcultures.yale.edu/document?id=fq09-001,31
2594,Male,.,.,.,1,0,0,0,0,1,0,.,0,0,0,0,.,.,1,"Fox, D. Storrs. 1930. “Further Notes On The Masai Of Kenya Colony.” Journal Of The Royal Anthropological Institute Of Great Britian And Ireland 60. London: 447-65.",http://ehrafworldcultures.yale.edu/document?id=fl12-012,454
2595,Male,.,.,.,1,0,0,0,0,1,0,.,0,0,0,0,.,.,0,"Fox, D. Storrs. 1930. “Further Notes On The Masai Of Kenya Colony.” Journal Of The Royal Anthropological Institute Of Great Britian And Ireland 60. London: 447-65.",http://ehrafworldcultures.yale.edu/document?id=fl12-012,454
2596,Female,.,1,.,0,0,0,1,0,1,0,.,0,0,.,0,.,.,0,"Fox, D. Storrs. 1930. “Further Notes On The Masai Of Kenya Colony.” Journal Of The Royal Anthropological Institute Of Great Britian And Ireland 60. London: 447-65.",http://ehrafworldcultures.yale.edu/document?id=fl12-012,41
2597,Male,.,1,.,0,0,.,.,0,1,0,.,0,0,.,0,.,.,0,"Merker, Meritz. 1910. “Masai: Ethnographic Monograph Of An East African Semite People.” Berlin: Dietrich Reimer (Ernst Vohsen).",http://ehrafworldcultures.yale.edu/document?id=fl12-018,41
2598,Female,0,.,.,0,0,.,1,0,0,0,.,0,1,.,0,.,.,0,"Merker, Meritz. 1910. “Masai: Ethnographic Monograph Of An East African Semite People.” Berlin: Dietrich Reimer (Ernst Vohsen).",http://ehrafworldcultures.yale.edu/document?id=fl12-018,69
2599,Female,0,.,.,0,0,.,1,0,0,0,.,0,1,.,0,.,.,0,"Merker, Meritz. 1910. “Masai: Ethnographic Monograph Of An East African Semite People.” Berlin: Dietrich Reimer (Ernst Vohsen).",http://ehrafworldcultures.yale.edu/document?id=fl12-018,69
2600,Both sexes,.,.,1,1,0,1,0,0,0,0,.,0,1,.,0,.,.,0,"Merker, Meritz. 1910. “Masai: Ethnographic Monograph Of An East African Semite People.” Berlin: Dietrich Reimer (Ernst Vohsen).",http://ehrafworldcultures.yale.edu/document?id=fl12-018,73
2601,Male,.,1,.,0,0,1,0,0,0,0,.,1,0,.,0,.,.,0,"Merker, Meritz. 1910. “Masai: Ethnographic Monograph Of An East African Semite People.” Berlin: Dietrich Reimer (Ernst Vohsen).",http://ehrafworldcultures.yale.edu/document?id=fl12-018,80
2602,Both sexes,.,1,1,0,0,1,.,0,0,0,.,0,0,.,0,.,.,0,"Merker, Meritz. 1910. “Masai: Ethnographic Monograph Of An East African Semite People.” Berlin: Dietrich Reimer (Ernst Vohsen).",http://ehrafworldcultures.yale.edu/document?id=fl12-018,82
2603,Both sexes,.,1,.,0,0,0,.,0,0,0,.,0,0,.,0,.,1,0,"Merker, Meritz. 1910. “Masai: Ethnographic Monograph Of An East African Semite People.” Berlin: Dietrich Reimer (Ernst Vohsen).",http://ehrafworldcultures.yale.edu/document?id=fl12-018,117
2604,.,.,1,.,0,0,0,1,0,0,0,.,0,0,0,0,.,.,0,"Merker, Meritz. 1910. “Masai: Ethnographic Monograph Of An East African Semite People.” Berlin: Dietrich Reimer (Ernst Vohsen).",http://ehrafworldcultures.yale.edu/document?id=fl12-018,"164, 165"
2605,.,.,.,.,0,0,1,.,0,0,0,.,0,0,.,0,.,.,0,"Spencer, Paul. 1988. “Maasai Of Matapato: A Study Of Rituals Of Rebellion.” International African Library. Bloomington, Ind.: Indiana University Press.",http://ehrafworldcultures.yale.edu/document?id=fl12-020,150
2606,.,.,.,.,0,0,1,0,0,1,0,.,0,0,.,0,.,.,0,"Spencer, Paul. 1988. “Maasai Of Matapato: A Study Of Rituals Of Rebellion.” International African Library. Bloomington, Ind.: Indiana University Press.",http://ehrafworldcultures.yale.edu/document?id=fl12-020,150
2607,Male,.,.,.,0,0,1,.,0,0,0,.,0,0,.,0,.,.,0,"Spencer, Paul. 1988. “Maasai Of Matapato: A Study Of Rituals Of Rebellion.” International African Library. Bloomington, Ind.: Indiana University Press.",http://ehrafworldcultures.yale.edu/document?id=fl12-020,150
2608,Male,1,.,.,0,0,1,.,0,0,0,.,0,0,0,0,.,.,0,"Spencer, Paul. 1988. “Maasai Of Matapato: A Study Of Rituals Of Rebellion.” International African Library. Bloomington, Ind.: Indiana University Press.",http://ehrafworldcultures.yale.edu/document?id=fl12-020,217
2609,Male,0,.,.,0,0,1,.,0,0,0,.,0,0,0,0,.,.,0,"Spencer, Paul. 1988. “Maasai Of Matapato: A Study Of Rituals Of Rebellion.” International African Library. Bloomington, Ind.: Indiana University Press.",http://ehrafworldcultures.yale.edu/document?id=fl12-020,217
2610,.,.,.,.,0,0,1,.,0,0,0,.,0,0,.,0,.,.,0,"Spencer, Paul. 1988. “Maasai Of Matapato: A Study Of Rituals Of Rebellion.” International African Library. Bloomington, Ind.: Indiana University Press.",http://ehrafworldcultures.yale.edu/document?id=fl12-020,217
2611,.,.,1,1,0,1,1,.,0,0,0,.,0,0,.,0,.,.,0,"Spencer, Paul. 1988. “Maasai Of Matapato: A Study Of Rituals Of Rebellion.” International African Library. Bloomington, Ind.: Indiana University Press.",http://ehrafworldcultures.yale.edu/document?id=fl12-020,124
2612,Female,.,1,1,1,0,1,.,0,1,0,.,0,1,.,0,.,.,0,"Spencer, Paul. 1988. “Maasai Of Matapato: A Study Of Rituals Of Rebellion.” International African Library. Bloomington, Ind.: Indiana University Press.",http://ehrafworldcultures.yale.edu/document?id=fl12-020,200
2613,Female,.,1,1,1,0,1,.,0,1,0,.,0,1,.,0,.,.,0,"Spencer, Paul. 1988. “Maasai Of Matapato: A Study Of Rituals Of Rebellion.” International African Library. Bloomington, Ind.: Indiana University Press.",http://ehrafworldcultures.yale.edu/document?id=fl12-020,200
2614,.,.,.,.,1,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Thomson, Joseph. 1887. “Through Masai Land: A Journey Of Exploration Among The Snowclad Volcanic Mountains And The Strange Tribes Of Eastern Equatorial Africa.” London: Sampson Low, Marston, Searle & Rivington.",http://ehrafworldcultures.yale.edu/document?id=fl12-006,252
2615,Both sexes,.,1,.,1,0,1,0,1,0,0,.,0,0,.,0,.,.,1,"Dijour, élisabeth. 1933. “Ceremonies For The Expulsion Of Illnesses Among The Mataco.” Journal De La Société Des Américanistes, N. S. 25. Paris, France: HRAF MS: 1-12 [Original: 211-18 ], plates.",http://ehrafworldcultures.yale.edu/document?id=si07-007,7
2616,Female,0,.,.,1,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Métraux, Alfred. 1939. “Myths And Tales Of The Matako Indians (The Gran Chaco, Argentina).” Ethnological Studies. Gothenburg, Sweden: Walter Kaudern.",http://ehrafworldcultures.yale.edu/document?id=si07-003,105
2617,Female,0,.,1,1,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Dijour, élisabeth. 1933. “Ceremonies For The Expulsion Of Illnesses Among The Mataco.” Journal De La Société Des Américanistes, N. S. 25. Paris, France: HRAF MS: 1-12 [Original: 211-18 ], plates.",http://ehrafworldcultures.yale.edu/document?id=si07-007,9
2618,Both sexes,.,1,0,1,0,1,0,1,0,0,.,0,0,.,0,1,.,1,"Métraux, Alfred. 1939. “Myths And Tales Of The Matako Indians (The Gran Chaco, Argentina).” Ethnological Studies. Gothenburg, Sweden: Walter Kaudern.",http://ehrafworldcultures.yale.edu/document?id=si07-003,103
2619,.,0,1,1,1,0,1,0,1,0,0,.,0,0,.,0,.,1,1,"Dijour, élisabeth. 1933. “Ceremonies For The Expulsion Of Illnesses Among The Mataco.” Journal De La Société Des Américanistes, N. S. 25. Paris, France: HRAF MS: 1-12 [Original: 211-18 ], plates.",http://ehrafworldcultures.yale.edu/document?id=si07-007,4
2620,Both sexes,.,.,.,1,0,1,0,1,0,1,Humming/neutral syllables,0,0,.,0,.,1,1,"Métraux, Alfred. 1939. “Myths And Tales Of The Matako Indians (The Gran Chaco, Argentina).” Ethnological Studies. Gothenburg, Sweden: Walter Kaudern.",http://ehrafworldcultures.yale.edu/document?id=si07-003,107
2621,Male,0,1,.,1,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Métraux, Alfred. 1939. “Myths And Tales Of The Matako Indians (The Gran Chaco, Argentina).” Ethnological Studies. Gothenburg, Sweden: Walter Kaudern.",http://ehrafworldcultures.yale.edu/document?id=si07-003,1
2622,Male,0,.,.,1,0,1,0,1,0,0,.,0,0,.,0,.,.,1,"Dijour, élisabeth. 1933. “Ceremonies For The Expulsion Of Illnesses Among The Mataco.” Journal De La Société Des Américanistes, N. S. 25. Paris, France: HRAF MS: 1-12 [Original: 211-18 ], plates.",http://ehrafworldcultures.yale.edu/document?id=si07-007,3
2623,.,.,.,.,1,0,1,0,0,0,1,.,0,0,.,0,.,.,0,"Pelleschi, Juan, and Samuel Alexander Lafone Quevedo. 1896. “Mataco Indians And Their Language.” Boletin Del Instituto Geográfico Argentino. Buenos Aires, Argentina: Imp. “La Buenos Aries.”",http://ehrafworldcultures.yale.edu/document?id=si07-001,49
2624,Both sexes,0,1,0,1,0,1,0,1,0,0,.,0,0,.,0,1,.,1,"Dijour, élisabeth. 1933. “Ceremonies For The Expulsion Of Illnesses Among The Mataco.” Journal De La Société Des Américanistes, N. S. 25. Paris, France: HRAF MS: 1-12 [Original: 211-18 ], plates.",http://ehrafworldcultures.yale.edu/document?id=si07-007,6
2625,Female,0,.,.,1,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Dijour, élisabeth. 1933. “Ceremonies For The Expulsion Of Illnesses Among The Mataco.” Journal De La Société Des Américanistes, N. S. 25. Paris, France: HRAF MS: 1-12 [Original: 211-18 ], plates.",http://ehrafworldcultures.yale.edu/document?id=si07-007,9
2626,Female,0,.,1,1,0,0,1,0,0,0,.,0,0,.,0,.,.,0,"Métraux, Alfred. 1939. “Myths And Tales Of The Matako Indians (The Gran Chaco, Argentina).” Ethnological Studies. Gothenburg, Sweden: Walter Kaudern.",http://ehrafworldcultures.yale.edu/document?id=si07-003,105
2627,.,.,.,.,1,0,1,0,1,0,1,.,0,0,.,0,.,.,1,"Métraux, Alfred. 1939. “Myths And Tales Of The Matako Indians (The Gran Chaco, Argentina).” Ethnological Studies. Gothenburg, Sweden: Walter Kaudern.",http://ehrafworldcultures.yale.edu/document?id=si07-003,108
2628,.,.,.,.,1,0,1,0,1,0,1,Humming/neutral syllables,0,0,.,0,.,1,1,"Dijour, élisabeth. 1933. “Ceremonies For The Expulsion Of Illnesses Among The Mataco.” Journal De La Société Des Américanistes, N. S. 25. Paris, France: HRAF MS: 1-12 [Original: 211-18 ], plates.",http://ehrafworldcultures.yale.edu/document?id=si07-007,2
2629,Both sexes,.,1,.,1,0,1,0,1,0,0,.,0,0,.,0,.,.,1,"Métraux, Alfred. 1939. “Myths And Tales Of The Matako Indians (The Gran Chaco, Argentina).” Ethnological Studies. Gothenburg, Sweden: Walter Kaudern.",http://ehrafworldcultures.yale.edu/document?id=si07-003,"104, 105"
2630,Male,0,1,.,1,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Dijour, élisabeth. 1933. “Ceremonies For The Expulsion Of Illnesses Among The Mataco.” Journal De La Société Des Américanistes, N. S. 25. Paris, France: HRAF MS: 1-12 [Original: 211-18 ], plates.",http://ehrafworldcultures.yale.edu/document?id=si07-007,9
2631,Female,.,.,0,0,0,1,0,0,0,0,.,0,0,.,0,.,.,1,"Métraux, Alfred. 1939. “Myths And Tales Of The Matako Indians (The Gran Chaco, Argentina).” Ethnological Studies. Gothenburg, Sweden: Walter Kaudern.",http://ehrafworldcultures.yale.edu/document?id=si07-003,105
2632,Female,0,.,0,0,0,1,0,0,0,0,.,0,0,.,0,.,.,1,"Dijour, élisabeth. 1933. “Ceremonies For The Expulsion Of Illnesses Among The Mataco.” Journal De La Société Des Américanistes, N. S. 25. Paris, France: HRAF MS: 1-12 [Original: 211-18 ], plates.",http://ehrafworldcultures.yale.edu/document?id=si07-007,9
2633,.,.,.,.,1,0,1,0,0,0,0,Humming/neutral syllables,0,0,.,0,.,.,1,"Karsten, Rafael. 1932. “Indian Tribes Of The Argentine And Bolivian Chaco: Ethnological Studies.” Commentationes Humanarum Litterarum. Helsingfors: Akademische Buchhandlung.",http://ehrafworldcultures.yale.edu/document?id=si07-002,169
2634,Both sexes,0,.,0,0,0,0,1,0,0,0,.,0,0,1,0,.,.,1,"Métraux, Alfred. 1939. “Myths And Tales Of The Matako Indians (The Gran Chaco, Argentina).” Ethnological Studies. Gothenburg, Sweden: Walter Kaudern.",http://ehrafworldcultures.yale.edu/document?id=si07-003,99
2635,.,.,1,.,1,0,1,0,1,0,0,.,0,0,.,0,.,1,1,"Métraux, Alfred. 1939. “Myths And Tales Of The Matako Indians (The Gran Chaco, Argentina).” Ethnological Studies. Gothenburg, Sweden: Walter Kaudern.",http://ehrafworldcultures.yale.edu/document?id=si07-003,112
2636,Male,0,.,1,1,1,1,0,1,0,0,.,0,0,.,0,.,.,1,"Métraux, Alfred. 1939. “Myths And Tales Of The Matako Indians (The Gran Chaco, Argentina).” Ethnological Studies. Gothenburg, Sweden: Walter Kaudern.",http://ehrafworldcultures.yale.edu/document?id=si07-003,"109, 110, 111"
